550,yes,10
551,yes,32
552,yes,60
553,yes,23
554,yes,22
554,construction,2
554,residential,2
554,civic,1
555,yes,22
555,roof,7
555,apartments,3
555,civic,1
555,shed,1
556,yes,17
556,apartments,4
556,roof,2
556,train_station,1
557,yes,23
558,yes,27
559,yes,6
559,garage,1
559,shed,1
559,sports_hall,1
560,garage,1
560,sports_hall,1
560,yes,1
561,yes,10
561,construction,2
561,sports_hall,2
562,yes,9
562,garage,1
562,stand,1
563,yes,16
564,yes,19
564,garages,1
565,yes,12
565,garages,9
566,yes,25
567,yes,7
568,yes,8
569,yes,5
579,yes,4
580,yes,103
581,yes,75
582,yes,20
583,yes,30
584,yes,2
586,yes,16
587,yes,10
587,school,1
588,yes,7
589,yes,12
590,yes,33
590,apartments,5
591,yes,29
591,apartments,1
592,yes,30
592,school,2
593,yes,33
593,roof,4
593,retail,1
594,yes,24
594,retail,6
594,roof,5
594,train_station,2
595,yes,63
596,yes,56
597,yes,9
597,sports_hall,1
598,yes,5
599,yes,17
599,construction,2
600,yes,14
600,construction,1
601,yes,17
602,yes,9
602,garages,1
603,yes,11
603,garages,7
604,yes,6
605,yes,11
606,yes,28
607,yes,14
617,yes,6
617,apartments,1
618,yes,69
618,apartments,1
619,yes,77
620,yes,17
621,yes,13
622,yes,8
623,yes,9
624,yes,9
625,yes,9
628,yes,13
629,yes,19
630,yes,49
630,school,1
630,shed,1
631,yes,55
631,retail,8
631,public,1
631,shed,1
632,yes,56
632,retail,26
633,yes,82
633,retail,26
633,shed,4
633,hotel,1
634,yes,78
634,school,4
634,hotel,1
635,yes,41
635,school,2
636,yes,23
637,yes,18
638,yes,45
639,yes,25
640,yes,32
641,yes,22
642,yes,4
643,yes,13
644,yes,2
646,roof,2
646,yes,2
655,yes,3
655,apartments,2
656,yes,33
656,apartments,2
657,yes,28
658,yes,15
658,garage,4
659,yes,8
659,garage,1
659,public,1
659,school,1
660,yes,7
660,public,1
660,school,1
661,yes,9
662,yes,9
662,sports_hall,1
663,yes,24
664,yes,3
665,yes,4
666,yes,16
667,yes,15
668,yes,35
669,yes,36
669,public,1
669,retail,1
670,yes,24
670,retail,6
670,apartments,1
670,cathedral,1
670,public,1
670,roof,1
671,yes,41
671,retail,35
671,roof,4
671,apartments,1
672,yes,61
672,retail,12
672,school,4
672,garage,1
673,yes,59
673,school,5
673,civic,1
674,yes,38
674,train_station,1
675,yes,9
675,garage,1
675,roof,1
676,yes,9
677,yes,7
678,yes,4
678,industrial,1
679,yes,9
679,industrial,1
680,yes,23
681,yes,15
682,yes,4
684,yes,2
694,yes,39
695,yes,65
696,yes,48
696,garage,1
697,yes,20
697,garage,1
697,roof,1
698,yes,18
698,roof,1
699,yes,4
700,yes,4
700,sports_hall,1
701,yes,23
702,yes,15
702,roof,1
703,yes,12
704,yes,12
705,yes,17
706,yes,30
707,yes,76
708,yes,84
709,yes,45
709,retail,24
709,roof,1
709,shed,1
710,yes,61
710,retail,4
711,yes,123
712,yes,44
713,yes,20
713,garage,1
713,school,1
714,yes,14
714,garage,6
714,school,1
715,yes,16
715,garage,9
716,yes,2
716,industrial,1
717,yes,8
717,industrial,1
718,yes,20
718,garage,2
718,hut,1
718,residential,1
719,yes,26
720,yes,1
732,yes,36
733,yes,59
734,yes,49
735,yes,7
736,yes,28
737,yes,6
737,roof,1
739,yes,23
740,yes,20
741,yes,9
742,yes,12
743,yes,16
743,sports_hall,1
744,yes,30
745,yes,74
746,yes,84
747,yes,77
747,retail,15
748,yes,48
748,apartments,2
748,school,2
749,yes,38
749,apartments,6
750,yes,25
751,yes,13
752,yes,38
753,yes,34
753,garage,1
754,yes,4
754,industrial,1
755,yes,6
755,industrial,1
756,yes,2
770,yes,104
771,yes,68
772,yes,87
773,yes,6
774,yes,21
775,yes,4
776,yes,4
777,yes,18
778,yes,13
779,yes,17
779,greenhouse,1
780,yes,14
780,garages,1
781,yes,50
782,yes,31
782,apartments,2
783,yes,8
784,yes,12
785,yes,24
785,school,6
785,retail,2
786,yes,47
786,apartments,2
787,yes,26
787,apartments,2
787,kindergarten,1
788,yes,24
789,yes,14
790,yes,39
791,yes,43
792,yes,12
792,hotel,1
793,yes,7
794,yes,3
807,yes,2
808,yes,49
809,yes,33
810,yes,50
811,yes,5
811,service,1
812,yes,9
813,yes,5
814,yes,7
815,yes,7
816,yes,7
817,yes,7
818,yes,9
819,yes,26
819,historic,1
820,yes,51
820,apartments,1
821,yes,36
822,yes,24
822,construction,1
823,yes,8
824,yes,21
825,yes,43
825,garage,1
825,kindergarten,1
826,yes,82
826,garage,3
827,yes,71
828,yes,53
829,yes,37
830,yes,1
845,yes,4
846,yes,30
847,yes,44
848,yes,51
849,yes,12
849,shed,3
850,yes,5
851,yes,4
851,office,1
852,yes,4
852,office,1
853,yes,11
853,university,1
854,yes,6
854,apartments,2
855,yes,4
855,apartments,3
856,yes,5
857,yes,1
858,yes,27
859,yes,37
860,yes,58
861,yes,38
862,yes,43
863,yes,42
864,yes,19
864,school,3
864,residential,1
865,yes,118
866,yes,62
867,yes,8
868,yes,2
883,yes,3
884,yes,23
885,yes,55
886,yes,100
887,yes,10
887,shed,3
888,yes,3
889,yes,3
890,yes,7
891,yes,2
892,yes,5
892,apartments,1
893,yes,10
893,apartments,2
893,garage,1
894,yes,11
894,apartments,1
895,yes,11
895,apartments,1
896,yes,23
897,yes,45
898,yes,29
899,yes,47
900,yes,28
901,yes,43
902,yes,17
903,yes,50
903,office,1
904,yes,10
905,yes,10
906,yes,9
909,yes,1
923,yes,25
924,yes,61
925,yes,30
925,sports_hall,1
926,yes,1
927,yes,3
928,yes,5
929,yes,5
930,yes,8
931,yes,4
932,yes,12
932,apartments,1
933,yes,25
933,apartments,1
934,yes,42
935,yes,39
936,yes,47
937,yes,91
938,yes,56
939,yes,47
940,yes,4
941,yes,3
942,yes,10
943,yes,6
944,yes,5
945,yes,3
961,yes,14
962,yes,9
963,yes,2
963,sports_hall,1
964,office,1
965,yes,3
965,office,1
966,yes,4
967,yes,4
968,yes,6
969,yes,8
970,yes,4
971,yes,29
972,yes,18
973,yes,8
974,yes,26
975,yes,48
976,yes,6
977,yes,6
978,yes,5
979,yes,10
980,yes,14
981,yes,5
982,yes,3
983,yes,2
997,yes,7
998,yes,10
999,yes,3
1000,yes,7
1001,yes,1
1002,yes,2
1002,office,1
1003,yes,5
1003,office,2
1003,roof,1
1004,yes,68
1004,garages,7
1004,office,1
1004,roof,1
1005,yes,84
1005,garages,7
1006,yes,32
1007,yes,21
1008,yes,30
1009,yes,63
1010,yes,32
1011,yes,8
1012,yes,27
1013,yes,25
1014,yes,4
1015,yes,6
1016,yes,11
1017,yes,8
1018,yes,14
1019,yes,3
1020,yes,1
1021,yes,1
1034,yes,4
1035,yes,17
1036,yes,8
1037,yes,1
1040,yes,2
1040,apartments,1
1040,construction,1
1041,yes,11
1041,construction,1
1041,office,1
1042,yes,90
1042,garages,6
1043,yes,46
1043,garages,2
1044,yes,29
1045,yes,38
1046,yes,44
1047,yes,55
1048,yes,14
1049,yes,21
1050,yes,41
1051,yes,38
1051,house,2
1051,garage,1
1052,yes,3
1052,roof,1
1053,yes,14
1054,yes,14
1055,yes,12
1056,yes,7
1057,yes,1
1073,yes,5
1078,apartments,3
1078,construction,2
1078,yes,2
1079,yes,70
1079,apartments,1
1080,yes,113
1081,yes,30
1082,yes,10
1083,yes,41
1084,yes,80
1085,yes,27
1086,yes,26
1086,residential,1
1087,yes,20
1088,yes,52
1089,yes,27
1090,yes,4
1090,roof,2
1091,yes,15
1092,yes,13
1093,yes,5
1095,yes,7
1095,garage,1
1096,yes,5
1096,garage,2
1107,yes,4
1110,yes,5
1111,yes,1
1112,yes,2
1113,yes,1
1115,yes,6
1116,yes,27
1116,garages,1
1117,yes,88
1117,garages,7
1118,yes,102
1118,garages,1
1119,yes,9
1120,yes,31
1121,yes,18
1121,roof,1
1121,school,1
1122,yes,35
1122,school,1
1123,yes,52
1124,yes,31
1125,yes,14
1126,yes,27
1127,yes,1
1128,yes,2
1129,yes,3
1130,yes,2
1133,yes,17
1133,garage,5
1133,shed,2
1134,yes,5
1134,garage,3
1134,shed,3
1143,construction,1
1144,construction,6
1145,construction,6
1146,yes,1
1147,yes,9
1151,yes,5
1152,yes,2
1154,yes,63
1154,apartments,1
1155,yes,69
1156,yes,32
1156,garages,1
1156,kindergarten,1
1157,yes,19
1158,yes,21
1159,yes,11
1160,yes,31
1161,yes,44
1162,yes,67
1163,yes,50
1164,yes,14
1165,yes,54
1166,yes,11
1167,yes,5
1168,yes,8
1171,yes,14
1171,garage,1
1172,yes,2
1181,construction,3
1182,construction,12
1183,construction,7
1183,yes,2
1184,yes,6
1190,yes,3
1191,yes,7
1192,yes,76
1192,apartments,2
1193,yes,30
1193,school,1
1194,yes,63
1194,garage,5
1195,yes,54
1195,school,1
1196,yes,9
1196,school,1
1196,sports_hall,1
1197,yes,46
1198,yes,50
1199,yes,50
1199,residential,2
1200,yes,41
1201,yes,62
1202,yes,55
1203,yes,19
1203,garage,1
1204,yes,19
1205,yes,57
1206,yes,42
1206,terrace,18
1206,house,1
1206,shed,1
1207,yes,6
1207,garage,1
1207,shed,1
1208,garage,1
1208,yes,1
1209,yes,6
1209,garage,1
1209,shed,1
1219,construction,3
1220,yes,9
1220,construction,3
1220,industrial,1
1221,yes,3
1221,office,1
1228,yes,4
1230,yes,18
1231,yes,69
1232,yes,72
1233,yes,79
1234,yes,42
1235,yes,52
1236,yes,72
1237,yes,53
1238,yes,50
1239,yes,63
1240,yes,39
1241,yes,13
1241,garage,4
1242,yes,9
1242,garage,1
1243,yes,35
1243,shed,2
1244,yes,36
1244,terrace,2
1244,construction,1
1244,house,1
1244,school,1
1244,shed,1
1245,yes,15
1245,shed,2
1245,construction,1
1245,school,1
1256,construction,2
1257,construction,2
1269,yes,10
1270,yes,64
1271,yes,9
1272,yes,56
1273,yes,66
1274,yes,48
1275,yes,30
1275,historic,1
1276,yes,63
1277,yes,63
1278,yes,5
1279,yes,12
1279,garage,3
1279,church,1
1280,yes,13
1280,garage,1
1281,yes,38
1281,garage,13
1282,yes,53
1282,house,37
1282,garage,1
1283,yes,8
1283,shed,1
1284,yes,7
1296,yes,3
1299,yes,6
1308,yes,1
1309,yes,1
1310,yes,4
1311,yes,32
1312,yes,62
1313,yes,91
1314,yes,81
1315,yes,19
1315,sports_hall,1
1316,yes,3
1316,sports_hall,1
1317,yes,8
1317,church,1
1318,yes,11
1320,house,5
1320,yes,5
1322,yes,1
1335,yes,1
1350,yes,31
1351,yes,107
1352,yes,148
1353,yes,67
1354,yes,11
1355,yes,19
1355,garage,2
1356,yes,13
1357,yes,4
1387,yes,5
1388,yes,96
1389,yes,60
1389,garage,1
1390,yes,74
1391,yes,5
1393,yes,7
1393,garage,2
1394,yes,11
1395,yes,2
1426,yes,13
1427,yes,23
1428,yes,21
1430,yes,3
1471,yes,2
1509,yes,3
1510,yes,1
