Hotel Lundia,/Hotel_Review-g189838-d250818-Reviews-Hotel_Lundia-Lund_Skane_County.html,306,4.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),2 Knut Den Stores Torg,222 21,LodgingBusiness
Scandic Hotel Star Lund,/Hotel_Review-g189838-d254946-Reviews-Scandic_Hotel_Star_Lund-Lund_Skane_County.html,675,3.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),5 Glimmervaegen P.O. Box 11026,224 78,LodgingBusiness
Good Morning Lund,/Hotel_Review-g189838-d231807-Reviews-Good_Morning_Lund-Lund_Skane_County.html,279,3.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4 Foerhandlingsvaegen,227 61,LodgingBusiness
Hotel Finn,/Hotel_Review-g189838-d2410917-Reviews-Hotel_Finn-Lund_Skane_County.html,119,4.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),Dalbyvagen 20,224 60,LodgingBusiness
Lilla Hotellet,/Hotel_Review-g189838-d1045316-Reviews-Lilla_Hotellet-Lund_Skane_County.html,57,4.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),Bankgatan 7,223 52,LodgingBusiness
Hotel Bishops Arms,/Hotel_Review-g189838-d10228542-Reviews-Hotel_Bishops_Arms-Lund_Skane_County.html,117,4.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),St Petri Kyrkogata 7,222 21,LodgingBusiness
Hotel Djingis Khan,/Hotel_Review-g189838-d227500-Reviews-Hotel_Djingis_Khan-Lund_Skane_County.html,138,3.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),Margaretavagen 7,222 40,LodgingBusiness
Magles Smiley Inn,/Hotel_Review-g189838-d3395287-Reviews-Magles_Smiley_Inn-Lund_Skane_County.html,51,4.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),8 Magle Stora Kyrkogata,223 50,LodgingBusiness
Hobykrok B&amp;B,/Hotel_Review-g189838-d2542935-Reviews-Hobykrok_B_B-Lund_Skane_County.html,14,4.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),6 Kaerrpaengavaegen,225 92,LodgingBusiness
Explorers Club,/Hotel_Review-g189838-d9755061-Reviews-Explorers_Club-Lund_Skane_County.html,5,5.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),11a Arkivgatan,223 59,LodgingBusiness
Brunius Bed and Breakfast,/Hotel_Review-g189838-d3838987-Reviews-Brunius_Bed_and_Breakfast-Lund_Skane_County.html,5,2.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),2 b Magle Lilla Kyrkogata,223 51,LodgingBusiness
Hotel Ideon Gasteri,/Hotel_Review-g189838-d233077-Reviews-Hotel_Ideon_Gasteri-Lund_Skane_County.html,52,4.5,,Solvegatan 28,223 70,LodgingBusiness
No 1 Guest House,/Hotel_Review-g189838-d2067323-Reviews-No_1_Guest_House-Lund_Skane_County.html,25,5.0,,1 Studentgatan,223 62,LodgingBusiness
Hotell Ahlstrom,/Hotel_Review-g189838-d1229129-Reviews-Hotell_Ahlstrom-Lund_Skane_County.html,23,4.0,,3 Skomakaregatan,223 50,LodgingBusiness
Garden House and Rooms,/Hotel_Review-g189838-d3453510-Reviews-Garden_House_and_Rooms-Lund_Skane_County.html,3,4.5,,13 Stadsbudsgatan,227 36,LodgingBusiness
Hotell Sparta,/Hotel_Review-g189838-d285137-Reviews-Hotell_Sparta-Lund_Skane_County.html,19,3.0,,39 Tunavaegen,223 63,LodgingBusiness
Hotell Overliggaren,/Hotel_Review-g189838-d6211189-Reviews-Hotell_Overliggaren-Lund_Skane_County.html,,,,14 Bytaregatan,222 21,LodgingBusiness
Villa Pedell,/Hotel_Review-g189838-d12251525-Reviews-Villa_Pedell-Lund_Skane_County.html,,,,24 Pedellgatan,224 60,LodgingBusiness
Winstrup Hostel,/Hotel_Review-g189838-d5825219-Reviews-Winstrup_Hostel-Lund_Skane_County.html,145,4.5,$ (Based on Average Nightly Rates for a Standard Room from our Partners),3 Winstrupsgatan,222 22,LodgingBusiness
Fenix Inn,/Hotel_Review-g189838-d10355542-Reviews-Fenix_Inn-Lund_Skane_County.html,11,4.0,$ (Based on Average Nightly Rates for a Standard Room from our Partners),Nobbelovs Mossavag 3,22660,LodgingBusiness
Villa Vega Apartments,/Hotel_Review-g189838-d15638593-Reviews-Villa_Vega_Apartments-Lund_Skane_County.html,1,3.0,,Vegagatan 7,22457,LodgingBusiness
Villa Weibull,/Hotel_Review-g189838-d15467221-Reviews-Villa_Weibull-Lund_Skane_County.html,,,$ (Based on Average Nightly Rates for a Standard Room from our Partners),Lauritz Weibulls Vag,224 65,LodgingBusiness
Villa Nova Apartments,/Hotel_Review-g189838-d6850020-Reviews-Villa_Nova_Apartments-Lund_Skane_County.html,,,,Ostgotavagen 12,22225,LodgingBusiness
